uri,datetime
www.foxnews.com,2016-11-09T16:21:32
www.foxnews.com,2016-11-09T16:21:32
www.foxnews.com,2016-11-09T16:21:32
www.foxnews.com,2016-11-09T16:28:23
www.foxnews.com,2016-11-09T16:46:40
www.foxnews.com,2016-11-09T17:00:11
www.foxnews.com,2016-11-09T17:00:44
www.foxnews.com,2016-11-09T17:04:21
www.foxnews.com,2016-11-09T17:07:13
www.foxnews.com,2016-11-09T17:17:27
www.foxnews.com,2016-11-09T17:22:52
www.foxnews.com,2016-11-09T17:31:34
www.foxnews.com,2016-11-09T17:32:13
www.foxnews.com,2016-11-09T17:32:16
www.foxnews.com,2016-11-09T17:35:49
www.foxnews.com,2016-11-09T17:52:58
www.foxnews.com,2016-11-09T18:00:45
www.foxnews.com,2016-11-09T18:04:35
www.foxnews.com,2016-11-09T18:14:23
www.foxnews.com,2016-11-09T18:32:54
www.foxnews.com,2016-11-09T18:48:16
www.foxnews.com,2016-11-09T18:58:58
www.foxnews.com,2016-11-09T19:04:29
www.foxnews.com,2016-11-09T19:14:26
www.foxnews.com,2016-11-09T19:14:27
www.foxnews.com,2016-11-09T19:18:14
www.foxnews.com,2016-11-09T19:33:27
www.foxnews.com,2016-11-09T19:44:34
www.foxnews.com,2016-11-09T20:05:40
www.foxnews.com,2016-11-09T20:10:12
www.foxnews.com,2016-11-09T20:35:05
www.foxnews.com,2016-11-09T20:59:33
www.foxnews.com,2016-11-09T21:04:10
www.foxnews.com,2016-11-09T21:26:39
www.foxnews.com,2016-11-09T21:57:18
www.foxnews.com,2016-11-09T22:05:43
www.foxnews.com,2016-11-09T22:19:26
www.foxnews.com,2016-11-09T22:44:18
www.foxnews.com,2016-11-09T23:04:24
www.foxnews.com,2016-11-09T23:11:11
www.foxnews.com,2016-11-09T23:12:24
www.foxnews.com,2016-11-09T23:12:24
www.foxnews.com,2016-11-09T23:21:47
www.foxnews.com,2016-11-09T23:21:49
www.foxnews.com,2016-11-09T23:24:11
www.foxnews.com,2016-11-09T23:41:35
www.foxnews.com,2016-11-09T23:55:52
www.foxnews.com,2016-11-09T23:56:31
www.foxnews.com,2016-11-10T00:03:44
www.foxnews.com,2016-11-10T00:08:52
www.foxnews.com,2016-11-10T00:23:08
www.foxnews.com,2016-11-10T00:33:56
www.foxnews.com,2016-11-10T00:46:38
www.foxnews.com,2016-11-10T00:46:39
www.foxnews.com,2016-11-10T00:46:39
www.foxnews.com,2016-11-10T00:47:48
www.foxnews.com,2016-11-10T01:01:06
www.foxnews.com,2016-11-10T01:22:02
www.foxnews.com,2016-11-10T01:46:15
www.foxnews.com,2016-11-10T01:49:31
www.foxnews.com,2016-11-10T02:04:10
www.foxnews.com,2016-11-10T02:19:24
www.foxnews.com,2016-11-10T02:19:30
www.foxnews.com,2016-11-10T02:20:21
www.foxnews.com,2016-11-10T02:43:54
www.foxnews.com,2016-11-10T03:04:07
www.foxnews.com,2016-11-10T03:19:08
www.foxnews.com,2016-11-10T03:41:54
www.foxnews.com,2016-11-10T04:04:13
www.foxnews.com,2016-11-10T04:05:39
www.foxnews.com,2016-11-10T04:09:14
www.foxnews.com,2016-11-10T04:39:17
www.foxnews.com,2016-11-10T04:46:34
www.foxnews.com,2016-11-10T04:57:00
www.foxnews.com,2016-11-10T05:00:47
www.foxnews.com,2016-11-10T05:04:14
www.foxnews.com,2016-11-10T05:29:28
www.foxnews.com,2016-11-10T05:40:06
www.foxnews.com,2016-11-10T05:55:00
www.foxnews.com,2016-11-10T06:04:12
www.foxnews.com,2016-11-10T06:04:48
www.foxnews.com,2016-11-10T06:27:14
www.foxnews.com,2016-11-10T06:36:04
www.foxnews.com,2016-11-10T06:52:20
www.foxnews.com,2016-11-10T07:04:07
www.foxnews.com,2016-11-10T07:17:58
www.foxnews.com,2016-11-10T07:26:18
www.foxnews.com,2016-11-10T07:26:27
www.foxnews.com,2016-11-10T07:43:47
www.foxnews.com,2016-11-10T08:02:53
www.foxnews.com,2016-11-10T08:02:55
www.foxnews.com,2016-11-10T08:04:48
www.foxnews.com,2016-11-10T08:08:59
www.foxnews.com,2016-11-10T08:36:29
www.foxnews.com,2016-11-10T09:02:14
www.foxnews.com,2016-11-10T09:02:59
www.foxnews.com,2016-11-10T09:25:53
www.foxnews.com,2016-11-10T09:26:06
www.foxnews.com,2016-11-10T09:51:54
www.foxnews.com,2016-11-10T10:03:41
www.foxnews.com,2016-11-10T10:20:57
www.foxnews.com,2016-11-10T10:27:18
www.foxnews.com,2016-11-10T10:27:18
www.foxnews.com,2016-11-10T10:45:11
www.foxnews.com,2016-11-10T11:03:58
www.foxnews.com,2016-11-10T11:16:06
www.foxnews.com,2016-11-10T11:40:19
www.foxnews.com,2016-11-10T11:45:09
www.foxnews.com,2016-11-10T12:05:19
www.foxnews.com,2016-11-10T12:09:24
www.foxnews.com,2016-11-10T12:37:50
www.foxnews.com,2016-11-10T12:44:37
www.foxnews.com,2016-11-10T13:04:27
www.foxnews.com,2016-11-10T14:03:57
www.foxnews.com,2016-11-10T15:03:46
www.foxnews.com,2016-11-10T16:03:56
www.foxnews.com,2016-11-10T17:04:12
www.foxnews.com,2016-11-10T17:48:24
www.foxnews.com,2016-11-10T17:48:27
www.foxnews.com,2016-11-10T18:04:07
www.foxnews.com,2016-11-10T18:16:22
www.foxnews.com,2016-11-10T18:16:23
www.foxnews.com,2016-11-10T18:16:23
www.foxnews.com,2016-11-10T19:04:51
www.foxnews.com,2016-11-10T20:04:38
www.foxnews.com,2016-11-10T21:04:04
www.foxnews.com,2016-11-10T22:03:39
www.foxnews.com,2016-11-10T23:03:43
www.foxnews.com,2016-11-11T00:04:25
www.foxnews.com,2016-11-11T00:55:46
www.foxnews.com,2016-11-11T00:55:47
www.foxnews.com,2016-11-11T01:04:00
www.foxnews.com,2016-11-11T01:20:41
www.foxnews.com,2016-11-11T01:21:20
www.foxnews.com,2016-11-11T02:03:34
www.foxnews.com,2016-11-11T02:03:50
www.foxnews.com,2016-11-11T03:08:48
www.foxnews.com,2016-11-11T03:09:14
www.foxnews.com,2016-11-11T04:04:09
www.foxnews.com,2016-11-11T05:04:36
www.foxnews.com,2016-11-11T05:05:44
www.foxnews.com,2016-11-11T06:04:50
www.foxnews.com,2016-11-11T07:05:32
www.foxnews.com,2016-11-11T07:42:39
www.foxnews.com,2016-11-11T07:42:40
www.foxnews.com,2016-11-11T08:01:21
www.foxnews.com,2016-11-11T08:02:16
www.foxnews.com,2016-11-11T08:05:48
www.foxnews.com,2016-11-11T08:54:59
www.foxnews.com,2016-11-11T09:06:18
www.foxnews.com,2016-11-11T10:06:12
www.foxnews.com,2016-11-11T10:18:54
www.foxnews.com,2016-11-11T11:07:30
www.foxnews.com,2016-11-11T12:05:04
www.foxnews.com,2016-11-11T13:04:14
www.foxnews.com,2016-11-11T14:04:36
www.foxnews.com,2016-11-11T15:04:31
www.foxnews.com,2016-11-11T16:04:28
www.foxnews.com,2016-11-11T17:03:56
www.foxnews.com,2016-11-11T17:49:52
www.foxnews.com,2016-11-11T17:49:55
www.foxnews.com,2016-11-11T18:04:21
www.foxnews.com,2016-11-11T18:19:25
www.foxnews.com,2016-11-11T18:19:28
www.foxnews.com,2016-11-11T18:19:28
www.foxnews.com,2016-11-11T19:04:04
www.foxnews.com,2016-11-11T19:49:22
www.foxnews.com,2016-11-11T20:04:36
www.foxnews.com,2016-11-11T21:04:25
www.foxnews.com,2016-11-11T22:04:09
www.foxnews.com,2016-11-11T23:03:54
www.foxnews.com,2016-11-11T23:43:57
www.foxnews.com,2016-11-11T23:43:58
www.foxnews.com,2016-11-11T23:43:59
www.foxnews.com,2016-11-12T00:04:20
